Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,12,1-9286,81,19,0,28,40.370105266571045,0.4983963613156919
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,19,8,1-7152,109,34,0,26,53.843669176101685,0.49397861629451084
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,16,20,1-6692,71,12,0,29,34.133323311805725,0.480751032560644
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,21,1-9379,58,23,0,6,27.57930827140808,0.4755053150242773
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,6,3,1-4531,94,27,0,23,44.554015040397644,0.4739788834084856
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,19,1-1131,138,19,0,60,64.79308271408081,0.4695150921310204
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,16,20,1-18371,120,15,0,54,56.21377444267273,0.46844812035560607
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,3,4,MLG48,159,40,0,43,72.81837594509125,0.45797720720183177
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,17,9,1-7024,498,91,0,179,227.61603009700775,0.45706030139961396
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,17,9,1-0303,212,88,0,11,96.39539849758148,0.4546952759319881
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,21,12,1-0129,142,49,0,20,64.2643609046936,0.4525659218640395
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,7,22,1-3087,26,10,0,2,11.52643609046936,0.44332446501805234
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,12,11,MLG15,105,19,0,35,45.712631583213806,0.43535839603060766
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,19,8,1-3516,156,22,0,60,67.79308271408081,0.43457104303897953
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,12,11,1-5981,28,9,0,4,12.05287218093872,0.43045972074781147
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,6,3,1-5530,7,3,0,0,3.0,0.42857142857142855
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,5,13,1-8314,36,7,0,11,15.395398497581482,0.42764995826615226
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,13,10,1-7682,141,32,0,37,60.23906767368317,0.4272274303098097
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,16,22,1-1204,39,12,0,6,16.57930827140808,0.4251104684976431
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,19,8,1-3534,279,45,0,96,118.2689323425293,0.4239029833065566
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,17,9,1-7019,107,11,0,45,45.34481203556061,0.4237832900519683
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,7,12,1-8627,25,6,0,6,10.579308271408081,0.4231723308563232
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,10,18,1-0292,99,28,0,18,41.73792481422424,0.42159520014367924
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,18,15,1-5002,45,9,0,13,18.921834588050842,0.4204852130677965
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,18,15,MLG29,164,14,0,72,68.95169925689697,0.4204371905908352
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,2,21,1-9076,9,3,0,1,3.76321804523468,0.4181353383594089
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,10,18,1-3509,35,7,0,10,14.632180452346802,0.41806229863848005
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,5,13,1-2178,12,5,0,0,5.0,0.4166666666666667
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,19,8,1-3068,180,19,0,73,74.71491730213165,0.4150828739007314
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,18,15,1-0003,17,4,0,4,7.052872180938721,0.4148748341728659
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,5,2,1-8488,23,8,0,2,9.52643609046936,0.41419287349866785
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,3,4,1-1462,192,29,0,66,79.37239098548889,0.413397869716088
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,13,10,1-1580,400,79,0,113,165.24363911151886,0.4131090977787972
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,20,19,MLG32,52,10,0,15,21.448270678520203,0.4124667438176962
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,3,14,1-7058,80,23,0,13,32.92183458805084,0.41152293235063553
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,18,15,1-9609,25,7,0,4,10.05287218093872,0.40211488723754885
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,16,20,1-5775,244,16,0,107,97.66433084011078,0.4002636509840606
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,5,13,1-4929,10,4,0,0,4.0,0.4
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,18,15,1-6693,98,22,0,22,38.790796995162964,0.39582445913431596
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,13,10,1-8157,75,12,0,23,29.554015040397644,0.39405353387196856
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,12,11,1-8427,189,5,0,90,73.68962407112122,0.3898921908524932
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,5,13,1-4052,13,2,0,4,5.052872180938721,0.38868247545682466
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,8,2,1-9995,24,7,0,3,9.28965413570404,0.3870689223210017
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,15,14,1-2153,13,5,0,0,5.0,0.38461538461538464
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,1,24,P-16454,8,0,0,4,3.0528721809387207,0.3816090226173401
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,12,19,1-3083,78,16,0,18,29.737924814224243,0.3812554463362082
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,6,3,1-7005,285,54,0,71,108.18848121166229,0.37960870600583263
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,5,13,MLG68,642,124,0,156,243.0620150566101,0.3786012695585827
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,11,17,1-9452,16,3,0,4,6.052872180938721,0.37830451130867004
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,8,2,1-1770,35,1,0,16,13.211488723754883,0.37747110639299664
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,3,4,1-9946,12,3,0,2,4.52643609046936,0.37720300753911334
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,2,21,1-9518,22,6,0,3,8.28965413570404,0.37680246071382
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,2,21,MLG30,208,53,0,33,78.18619549274445,0.37589517063819444
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,4,1-18487,23,1,0,10,8.632180452346802,0.3753121935802957
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,1,24,72-11994,8,3,0,0,3.0,0.375
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,18,15,1-5980,29,4,0,9,10.868962407112122,0.3747918071417973
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,2,21,1-7842,21,1,0,9,7.868962407112122,0.37471249557676767
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,20,19,1-2324,25,4,0,7,9.342526316642761,0.37370105266571046
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,7,22,1-7496,246,46,0,60,91.79308271408081,0.37314261265886506
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,7,22,1-9497,150,28,0,36,55.475849628448486,0.36983899752298993
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,9,23,1-5355,53,18,0,2,19.52643609046936,0.368423322461686
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,18,22,1-9496,39,9,0,7,14.342526316642761,0.36775708504212207
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,17,9,1-9645,69,4,0,28,25.370105266571045,0.36768268502276874
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,4,6,1-8067,322,0,0,154,117.53557896614075,0.3650173259818036
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,19,8,1-6611,89,11,0,28,32.370105266571045,0.3637090479390005
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,19,8,1-0272,111,9,0,41,40.29193985462189,0.36299044914073775
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,19,8,1-3587,46,6,0,14,16.685052633285522,0.36271853550620703
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,9,23,1-2573,37,5,0,11,13.395398497581482,0.36203779723193197
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,12,11,1-1769,89,20,0,16,32.21148872375488,0.3619268395927515
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,5,13,P-0009,7,1,0,2,2.5264360904693604,0.3609194414956229
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,8,2,1-18994,28,7,0,4,10.05287218093872,0.35903114931924
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,7,22,1-8285,72,12,0,18,25.737924814224243,0.35747117797533673
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,18,15,1-19205,12,2,0,3,4.2896541357040405,0.35747117797533673
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,20,19,1-2294,75,26,0,1,26.76321804523468,0.35684290726979573
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,11,1-3639,17,3,0,4,6.052872180938721,0.3560513047611012
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,2,21,1-3106,34,9,0,4,12.05287218093872,0.3544962406158447
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,7,11,1-7268,70,8,0,22,24.790796995162964,0.35415424278804236
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,11,17,MLG69,576,48,0,204,203.69648122787476,0.35363972435394925
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,1,24,1-8397,51,18,0,0,18.0,0.35294117647058826
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,13,10,1-9576,10,2,0,2,3.5264360904693604,0.35264360904693604
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,3,4,1-8503,16,1,0,6,5.579308271408081,0.34870676696300507
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,11,17,MLG59,71,11,0,18,24.737924814224243,0.34842147625667946
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,5,13,1-5891,96,18,0,20,33.2643609046936,0.3465037594238917
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,13,10,1-5172,120,11,0,40,41.52872180938721,0.3460726817448934
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,13,10,1-1005,125,18,0,33,43.186195492744446,0.34548956394195557
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,2,21,1-9861,8,2,0,1,2.76321804523468,0.345402255654335
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,18,1-6181,659,134,0,122,227.11260151863098,0.3446321722589241
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,2,21,1-2423,79,17,0,13,26.921834588050842,0.34078271630444107
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,1,24,1-9697,20,6,0,1,6.76321804523468,0.338160902261734
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,3,4,1-1935,12,1,0,4,4.052872180938721,0.33773934841156006
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,20,19,1-9770,50,10,0,9,16.86896240711212,0.3373792481422424
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,15,14,1-0296,41,10,0,5,13.8160902261734,0.33697781039447317
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,3,4,1-9971,15,2,0,4,5.052872180938721,0.3368581453959147
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,2,21,1-9491,80,17,0,13,26.921834588050842,0.3365229323506355
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,13,1-9887,36,6,0,8,12.105744361877441,0.33627067671881783
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,13,10,1-8066,86,12,0,22,28.790796995162964,0.334776709246081
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,10,18,1-10762,6,2,0,0,2.0,0.3333333333333333
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,2,21,1-5515,29,2,0,10,9.632180452346802,0.33214415352920007
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,17,9,1-10785,279,69,0,31,92.65975940227509,0.33211383298306485
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,4,6,1-6858,23,0,0,10,7.632180452346802,0.33183393271073053
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,15,14,1-7467,64,12,0,12,21.158616542816162,0.33060338348150253
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,23,1-4494,16,3,0,3,5.2896541357040405,0.33060338348150253
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,5,13,1-19286,40,7,0,8,13.105744361877441,0.327643609046936
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,3,4,1-4640,87,1,0,36,28.475849628448486,0.3273086164189481
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,15,14,MLG33,20,5,0,2,6.52643609046936,0.32632180452346804
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,15,14,1-8938,30,9,0,1,9.76321804523468,0.32544060150782267
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,7,22,1-9283,235,13,0,83,76.34709775447845,0.3248812670403339
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,16,20,1-2335,145,15,0,42,47.05515789985657,0.32451833034383837
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,11,17,1-5549,35,6,0,7,11.342526316642761,0.32407218047550745
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,12,11,1-8928,39,5,0,10,12.632180452346802,0.32390206288068724
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,17,9,1-19448,45,13,0,2,14.52643609046936,0.3228096908993191
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,19,8,1-8267,133,10,0,43,42.81837594509125,0.32194267627888157
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,4,6,1-20578,19,0,0,8,6.105744361877441,0.3213549664146022
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,5,13,1-8084,82,14,0,16,26.211488723754883,0.31965230150920587
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,5,13,1-18558,307,37,0,80,98.05744361877441,0.3194053538070828
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,15,14,1-10539,63,17,0,4,20.05287218093872,0.3182995584275987
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,15,14,1-7614,72,22,0,1,22.76321804523468,0.316155806183815
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,4,6,1-9404,100,0,0,41,31.291939854621887,0.31291939854621886
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,2,21,1-9416,13,1,0,4,4.052872180938721,0.31175939853374773
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,8,2,1-2714,61,12,0,9,18.86896240711212,0.30932725257560856
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,11,17,1-7441,111,16,0,24,34.317233085632324,0.3091642620327236
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,19,8,1-17907,119,10,0,35,36.712631583213806,0.308509509102637
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,22,MLG40,51,5,0,14,15.685052633285522,0.30755005163304944
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,13,10,1-8421,109,9,0,32,33.422977447509766,0.30663282061935565
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,5,13,P-16616,28,4,0,6,8.579308271408081,0.3064038668360029
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,21,12,1-8493,38,4,0,10,11.632180452346802,0.3061100119038632
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,2,21,72-12171,19,2,0,5,5.816090226173401,0.3061100119038632
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,21,12,1-8100,19,2,0,5,5.816090226173401,0.3061100119038632
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,3,4,1-1942,34,2,0,11,10.395398497581482,0.30574701463474946
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,19,MLG45,70,13,0,11,21.395398497581482,0.30564854996544977
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,4,6,1-17790,5,0,0,2,1.5264360904693604,0.30528721809387205
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,4,6,1-4051,5,0,0,2,1.5264360904693604,0.30528721809387205
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,20,19,1-8172,40,3,0,12,12.158616542816162,0.3039654135704041
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,11,17,1-1850,30,3,0,8,9.105744361877441,0.30352481206258136
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,11,17,1-8181,30,6,0,4,9.05287218093872,0.3017624060312907
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,19,3,1-7530,25,6,0,2,7.52643609046936,0.3010574436187744
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,16,20,1-6974,207,17,0,59,62.02986466884613,0.29966118197510205
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,17,9,1-6734,44,7,0,8,13.105744361877441,0.2978578264063055
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,18,15,1-6098,1327,164,0,300,392.96541357040405,0.2961306809121357
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,8,2,MLG56,511,99,0,67,150.13560903072357,0.2938074540718661
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,15,14,1-19229,38,5,0,8,11.105744361877441,0.29225643057572215
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,17,9,1-8590,24,7,0,0,7.0,0.2916666666666667
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,15,14,1-9650,25,5,0,3,7.2896541357040405,0.2915861654281616
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,2,21,1-5413,39,6,0,7,11.342526316642761,0.29083400811904514
